employee_id,job_role,skill_name,proficiency_level,data_source
21,Research Scientist,Learning Strategies,Intermediate,Controlled_MVP_Benchmark_Seed42
21,Research Scientist,Bash,Proficient,Controlled_MVP_Benchmark_Seed42
21,Research Scientist,Writing,Advanced,Controlled_MVP_Benchmark_Seed42
21,Research Scientist,Apache Hadoop,Proficient,Controlled_MVP_Benchmark_Seed42
21,Research Scientist,Ansible software,Proficient,Controlled_MVP_Benchmark_Seed42
21,Research Scientist,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
21,Research Scientist,Apache Kafka,Intermediate,Controlled_MVP_Benchmark_Seed42
22,Laboratory Technician,SAP software,Proficient,Controlled_MVP_Benchmark_Seed42
22,Laboratory Technician,Speaking,Intermediate,Controlled_MVP_Benchmark_Seed42
22,Laboratory Technician,Microsoft Outlook,Proficient,Controlled_MVP_Benchmark_Seed42
22,Laboratory Technician,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
22,Laboratory Technician,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
22,Laboratory Technician,Science,Intermediate,Controlled_MVP_Benchmark_Seed42
22,Laboratory Technician,MEDITECH software,Advanced,Controlled_MVP_Benchmark_Seed42
22,Laboratory Technician,Commercial plate reader software,Advanced,Controlled_MVP_Benchmark_Seed42
23,Manager,Adobe Photoshop,Proficient,Controlled_MVP_Benchmark_Seed42
23,Manager,Microsoft Office software,Advanced,Controlled_MVP_Benchmark_Seed42
23,Manager,Atlassian JIRA,Advanced,Controlled_MVP_Benchmark_Seed42
23,Manager,Apple macOS,Intermediate,Controlled_MVP_Benchmark_Seed42
23,Manager,Monitoring,Proficient,Controlled_MVP_Benchmark_Seed42
23,Manager,Apache Hadoop,Advanced,Controlled_MVP_Benchmark_Seed42
23,Manager,Amazon Web Services AWS software,Proficient,Controlled_MVP_Benchmark_Seed42
23,Manager,Microsoft Excel,Proficient,Controlled_MVP_Benchmark_Seed42
23,Manager,Autodesk AutoCAD,Intermediate,Controlled_MVP_Benchmark_Seed42
23,Manager,Adobe Creative Cloud software,Advanced,Controlled_MVP_Benchmark_Seed42
23,Manager,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
23,Manager,Learning Strategies,Intermediate,Controlled_MVP_Benchmark_Seed42
23,Manager,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
23,Manager,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,Writing,Intermediate,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,Monitoring,Proficient,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,Apache Kafka,Advanced,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,Apache Spark,Advanced,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,GitHub,Proficient,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,Learning Strategies,Intermediate,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,Git,Proficient,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,Apache Hadoop,Intermediate,Controlled_MVP_Benchmark_Seed42
24,Research Scientist,Bash,Proficient,Controlled_MVP_Benchmark_Seed42
26,Manufacturing Director,Amazon Web Services AWS software,Advanced,Controlled_MVP_Benchmark_Seed42
26,Manufacturing Director,Apple macOS,Advanced,Controlled_MVP_Benchmark_Seed42
26,Manufacturing Director,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
26,Manufacturing Director,Monitoring,Advanced,Controlled_MVP_Benchmark_Seed42
26,Manufacturing Director,Adobe Photoshop,Intermediate,Controlled_MVP_Benchmark_Seed42
26,Manufacturing Director,Atlassian JIRA,Proficient,Controlled_MVP_Benchmark_Seed42
26,Manufacturing Director,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
26,Manufacturing Director,Adobe Acrobat,Intermediate,Controlled_MVP_Benchmark_Seed42
26,Manufacturing Director,Microsoft PowerPoint,Intermediate,Controlled_MVP_Benchmark_Seed42
27,Sales Representative,Active Listening,Advanced,Controlled_MVP_Benchmark_Seed42
27,Sales Representative,Speaking,Advanced,Controlled_MVP_Benchmark_Seed42
27,Sales Representative,Active Learning,Proficient,Controlled_MVP_Benchmark_Seed42
27,Sales Representative,Writing,Advanced,Controlled_MVP_Benchmark_Seed42
27,Sales Representative,Microsoft Outlook,Proficient,Controlled_MVP_Benchmark_Seed42
27,Sales Representative,Adobe Photoshop,Advanced,Controlled_MVP_Benchmark_Seed42
27,Sales Representative,Adobe Creative Cloud software,Proficient,Controlled_MVP_Benchmark_Seed42
27,Sales Representative,Microsoft Office software,Proficient,Controlled_MVP_Benchmark_Seed42
27,Sales Representative,Monitoring,Advanced,Controlled_MVP_Benchmark_Seed42
28,Research Director,Speaking,Intermediate,Controlled_MVP_Benchmark_Seed42
28,Research Director,Monitoring,Proficient,Controlled_MVP_Benchmark_Seed42
28,Research Director,Adobe Photoshop,Proficient,Controlled_MVP_Benchmark_Seed42
28,Research Director,Microsoft Project,Advanced,Controlled_MVP_Benchmark_Seed42
28,Research Director,Mathematics,Advanced,Controlled_MVP_Benchmark_Seed42
28,Research Director,Microsoft Excel,Intermediate,Controlled_MVP_Benchmark_Seed42
28,Research Director,Microsoft Visio,Advanced,Controlled_MVP_Benchmark_Seed42
28,Research Director,Writing,Proficient,Controlled_MVP_Benchmark_Seed42
28,Research Director,Adobe Acrobat,Intermediate,Controlled_MVP_Benchmark_Seed42
28,Research Director,IBM SPSS Statistics,Proficient,Controlled_MVP_Benchmark_Seed42
28,Research Director,Microsoft PowerPoint,Advanced,Controlled_MVP_Benchmark_Seed42
28,Research Director,Microsoft SharePoint,Advanced,Controlled_MVP_Benchmark_Seed42
30,Research Scientist,Writing,Proficient,Controlled_MVP_Benchmark_Seed42
30,Research Scientist,Git,Proficient,Controlled_MVP_Benchmark_Seed42
30,Research Scientist,Science,Proficient,Controlled_MVP_Benchmark_Seed42
30,Research Scientist,Ansible software,Intermediate,Controlled_MVP_Benchmark_Seed42
30,Research Scientist,C++,Proficient,Controlled_MVP_Benchmark_Seed42
30,Research Scientist,Docker,Proficient,Controlled_MVP_Benchmark_Seed42
30,Research Scientist,Monitoring,Advanced,Controlled_MVP_Benchmark_Seed42
30,Research Scientist,C,Intermediate,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,Learning Strategies,Advanced,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,C,Proficient,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,Bash,Intermediate,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,Science,Advanced,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,Apache Spark,Intermediate,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,Monitoring,Intermediate,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,Docker,Advanced,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,Active Listening,Advanced,Controlled_MVP_Benchmark_Seed42
31,Research Scientist,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
32,Manager,Autodesk AutoCAD,Proficient,Controlled_MVP_Benchmark_Seed42
32,Manager,Apple macOS,Advanced,Controlled_MVP_Benchmark_Seed42
32,Manager,Speaking,Advanced,Controlled_MVP_Benchmark_Seed42
32,Manager,Microsoft PowerPoint,Intermediate,Controlled_MVP_Benchmark_Seed42
32,Manager,Atlassian Confluence,Advanced,Controlled_MVP_Benchmark_Seed42
32,Manager,Adobe Creative Cloud software,Advanced,Controlled_MVP_Benchmark_Seed42
32,Manager,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
32,Manager,Writing,Proficient,Controlled_MVP_Benchmark_Seed42
32,Manager,Apache Hadoop,Intermediate,Controlled_MVP_Benchmark_Seed42
32,Manager,Active Learning,Proficient,Controlled_MVP_Benchmark_Seed42
32,Manager,Active Listening,Proficient,Controlled_MVP_Benchmark_Seed42
32,Manager,Monitoring,Intermediate,Controlled_MVP_Benchmark_Seed42
32,Manager,Microsoft Excel,Intermediate,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,Apache Spark,Advanced,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,Docker,Intermediate,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,Apache Kafka,Proficient,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,Go,Advanced,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,Active Listening,Intermediate,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,C,Advanced,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,Bash,Advanced,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,GitHub,Advanced,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,Amazon Web Services AWS software,Proficient,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,Git,Proficient,Controlled_MVP_Benchmark_Seed42
33,Research Scientist,Ansible software,Advanced,Controlled_MVP_Benchmark_Seed42
35,Sales Executive,Microsoft Office software,Proficient,Controlled_MVP_Benchmark_Seed42
35,Sales Executive,Microsoft PowerPoint,Proficient,Controlled_MVP_Benchmark_Seed42
35,Sales Executive,Monitoring,Intermediate,Controlled_MVP_Benchmark_Seed42
35,Sales Executive,Microsoft Excel,Intermediate,Controlled_MVP_Benchmark_Seed42
35,Sales Executive,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
35,Sales Executive,Adobe Creative Cloud software,Proficient,Controlled_MVP_Benchmark_Seed42
35,Sales Executive,Active Listening,Proficient,Controlled_MVP_Benchmark_Seed42
35,Sales Executive,Critical Thinking,Proficient,Controlled_MVP_Benchmark_Seed42
35,Sales Executive,Adobe InDesign,Intermediate,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Monitoring,Advanced,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Microsoft Outlook,Intermediate,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Microsoft Office software,Intermediate,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Amazon Web Services AWS software,Proficient,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Linux,Intermediate,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Reading Comprehension,Advanced,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Salesforce software,Advanced,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Writing,Advanced,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Google Analytics,Proficient,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Intuit QuickBooks,Advanced,Controlled_MVP_Benchmark_Seed42
36,Healthcare Representative,Microsoft Excel,Proficient,Controlled_MVP_Benchmark_Seed42
38,Manager,Microsoft Excel,Intermediate,Controlled_MVP_Benchmark_Seed42
38,Manager,Adobe Creative Cloud software,Proficient,Controlled_MVP_Benchmark_Seed42
38,Manager,Atlassian Confluence,Intermediate,Controlled_MVP_Benchmark_Seed42
38,Manager,Adobe Photoshop,Advanced,Controlled_MVP_Benchmark_Seed42
38,Manager,Adobe Acrobat,Intermediate,Controlled_MVP_Benchmark_Seed42
38,Manager,Active Learning,Intermediate,Controlled_MVP_Benchmark_Seed42
38,Manager,Autodesk AutoCAD,Proficient,Controlled_MVP_Benchmark_Seed42
38,Manager,Learning Strategies,Proficient,Controlled_MVP_Benchmark_Seed42
38,Manager,Amazon Web Services AWS software,Intermediate,Controlled_MVP_Benchmark_Seed42
38,Manager,Reading Comprehension,Intermediate,Controlled_MVP_Benchmark_Seed42
38,Manager,Apple macOS,Advanced,Controlled_MVP_Benchmark_Seed42
38,Manager,Atlassian JIRA,Proficient,Controlled_MVP_Benchmark_Seed42
39,Laboratory Technician,Billing software,Advanced,Controlled_MVP_Benchmark_Seed42
39,Laboratory Technician,Microsoft Word,Proficient,Controlled_MVP_Benchmark_Seed42
39,Laboratory Technician,Google Docs,Proficient,Controlled_MVP_Benchmark_Seed42
39,Laboratory Technician,Microsoft Outlook,Intermediate,Controlled_MVP_Benchmark_Seed42
39,Laboratory Technician,SAP software,Advanced,Controlled_MVP_Benchmark_Seed42
39,Laboratory Technician,Microsoft PowerPoint,Advanced,Controlled_MVP_Benchmark_Seed42
39,Laboratory Technician,Reading Comprehension,Proficient,Controlled_MVP_Benchmark_Seed42
39,Laboratory Technician,Writing,Advanced,Controlled_MVP_Benchmark_Seed42
39,Laboratory Technician,Database software,Intermediate,Controlled_MVP_Benchmark_Seed42
40,Healthcare Representative,Critical Thinking,Advanced,Controlled_MVP_Benchmark_Seed42
40,Healthcare Representative,HubSpot software,Intermediate,Controlled_MVP_Benchmark_Seed42
40,Healthcare Representative,IBM SPSS Statistics,Intermediate,Controlled_MVP_Benchmark_Seed42
40,Healthcare Representative,Microsoft Outlook,Advanced,Controlled_MVP_Benchmark_Seed42
40,Healthcare Representative,Google Analytics,Advanced,Controlled_MVP_Benchmark_Seed42
40,Healthcare Representative,Apache Hadoop,Proficient,Controlled_MVP_Benchmark_Seed42
40,Healthcare Representative,Writing,Intermediate,Controlled_MVP_Benchmark_Seed42
40,Healthcare Representative,Google Workspace software,Intermediate,Controlled_MVP_Benchmark_Seed42
40,Healthcare Representative,Salesforce software,Advanced,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,SAP software,Intermediate,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,Microsoft Word,Advanced,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,Writing,Intermediate,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,Science,Intermediate,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,Microsoft Outlook,Advanced,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,Reading Comprehension,Intermediate,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,Data entry software,Advanced,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,Google Docs,Advanced,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,Speaking,Proficient,Controlled_MVP_Benchmark_Seed42
41,Laboratory Technician,MEDITECH software,Intermediate,Controlled_MVP_Benchmark_Seed42
42,Sales Representative,Microsoft Outlook,Proficient,Controlled_MVP_Benchmark_Seed42
42,Sales Representative,Active Listening,Advanced,Controlled_MVP_Benchmark_Seed42
42,Sales Representative,Adobe InDesign,Proficient,Controlled_MVP_Benchmark_Seed42
